,N,sx,sy,sz,sx_err_stat,sy_err_stat,sz_err_stat,sx_err_sm,sy_err_sm,sz_err_sm,sx_err_tot,sy_err_tot,sz_err_tot,M,Mxder,Myder,Mzder,Meder,M_err_no_Ebeam,M_err_due_to_Ebeam,M_err_with_Ebeam,varN,varN_top_no_Ebeam,varN_bottom_no_Ebeam,varN_top_with_Ebeam,varN_bottom_with_Ebeam
54,14074045.16554032,509.7582686102774,297.00970425001776,26.79167153382862,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3815890.8171489667,7070.071027628756,10733.147844890895,142428.24723835598,402898.4488373367,75123.73780963525,402898.4488373367,409842.33072978543,65982958.91943617,67025416.66783985,64980754.59155436,72229044.45913857,60948454.97561106
55,14334675.631568845,511.0914596661995,298.0156640064807,26.871860166734503,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3847626.166201778,7111.902784726033,10794.59111739185,143184.2136096284,406063.4344958093,75556.8266323957,406063.4344958093,413033.1062824024,67739792.60142721,68809529.34296736,66711260.11350995,74162120.0703919,62562640.441927105
56,14595306.09759737,512.4303070222779,299.0184772456141,26.949548519746045,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3879183.7691502306,7153.140954469574,10855.295447831584,143942.43993764633,409208.13365396747,75984.62221592416,409208.13365396747,416203.02673317987,69509683.13141021,70606824.78293288,68454696.90067331,76109641.84694368,64188735.096056536
57,14855936.563625894,513.8385888467266,299.982665102084,26.982083737115897,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3904456.734819596,7181.763773359678,10899.206791677878,144705.5302644666,411694.2149971697,76293.9278838192,411694.2149971697,418703.8214467085,71380791.66428667,72507311.99170843,70297452.46922028,78170479.12221588,65906284.638850555
58,15116567.029654419,515.2468706711753,300.94685295855396,27.014618954485748,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3929847.529596398,7210.458987784428,10943.207362042886,145471.14420593562,414191.49844897236,76603.92255869781,414191.49844897236,421215.80969710054,73264013.4740979,74420006.43449122,72152226.01389538,80244690.18547927,67634901.27186273
59,15377197.495682944,516.7103089926727,301.85076289567724,27.064200349256648,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3957571.79601642,7242.57143455059,10995.13533098247,146229.03115351492,416943.17515279556,76962.34785402747,416943.17515279556,423986.809103419,75125501.50857538,76310462.22635797,73985749.16217013,82294564.33332384,69343884.72541372
60,15637827.961711468,518.2081193867426,302.71710922508123,27.123560104779738,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3986696.1950286464,7276.653943284392,11051.736069810739,146982.77732081737,419846.96159211086,77349.19870080052,419846.96159211086,426912.60194304795,76977255.74781291,78190899.7636747,75809809.24356346,84333482.3366219,71044112.16339971
61,15898458.427739993,519.6491146668142,303.5853577733044,27.187784475998672,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,4016286.46542248,7312.132108066719,11109.312574562593,147723.93348078988,422798.3454284377,77744.6772612125,422798.3454284377,429886.8173594936,78832460.41058622,80074743.45240133,77637358.6875188,86376097.61530042,72747565.35692924
62,16159088.893768517,520.7285008171984,304.4657133058013,27.27582574884668,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,4047039.8419615654,7354.139605129512,11169.608958398027,148374.6039158022,425871.73431463406,78171.03199021972,425871.73431463406,432986.6560652536,80679371.38996264,81950165.99379446,79456738.84555736,88409313.34970836,74443599.93220074
63,16419719.359797042,521.8078869675828,305.34606883829815,27.36386702169469,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,4077953.504161018,7396.278532920512,11230.079474729315,149026.94494633834,428960.3802824582,78598.6485698014,428960.3802824582,436101.77184812067,82533073.41824692,83832388.04999216,81282897.7701447,90449966.517407,76145878.51592785
