#    N     S[cm]       BetaX       AlfaX       BetaY       AlfaY        DspX       DspXp        DspY       DspYp
0   580.1194503181732   65.40569807307114   0.01583310683584197   59.92501044313665   0.04061730257398778   0.002113184798363187   3.1067920398390335e-05   0   0
0   584.1202741134709   65.52380058314672   -0.04535245297607602   59.86756159857813   -0.0262578280724147   0.0022374820735634824   3.1067920398390335e-05   0   0
0   588.1210979087687   66.1314883597135   -0.1065380127879942   60.3452239593398   -0.09313295871881719   0.0023617793487637783   3.1067920398390335e-05   0   0
0   592.1219217040665   67.22876140277144   -0.16772357259991424   61.35799752542168   -0.1600080893652216   0.0024860766239640773   3.1067920398390335e-05   0   0
0   596.1227454993642   68.81561971232045   -0.22890913241183253   62.90588229682375   -0.2268832200116241   0.002610373899164373   3.106792039839034e-05   0   0
0   600.1235692946619   70.89206328836056   -0.29009469222375084   64.98887827354602   -0.29375835065802663   0.0027346711743646687   3.106792039839034e-05   0   0
0   604.1243930899597   73.45809213089177   -0.3512802520356691   67.60698545558859   -0.3606334813044293   0.0028589684495649646   3.106792039839034e-05   0   0
0   608.1252168852575   76.51370623991419   -0.412465811847589   70.76020384295143   -0.4275086119508339   0.0029832657247652636   3.106792039839034e-05   0   0
0   612.1260406805552   80.05890561542762   -0.4736513716595072   74.44853343563436   -0.49438374259723644   0.0031075629999655595   3.106792039839034e-05   0   0
0   616.1268644758529   84.09369025743214   -0.5348369314714254   78.6719742336375   -0.5612588732436389   0.003231860275165855   3.106792039839035e-05   0   0
0   620.1276882711506   88.61806016592779   -0.5960224912833436   83.43052623696082   -0.6281340038900414   0.0033561575503661505   3.106792039839035e-05   0   0
0   624.1285120664485   93.63201534091465   -0.6572080510952635   88.72418944560447   -0.6950091345364456   0.00348045482556645   3.106792039839035e-05   0   0
0   628.1293358617462   99.13555578239249   -0.7183936109071817   94.55296385956818   -0.761884265182848   0.0036047521007667453   3.106792039839035e-05   0   0
0   632.1301596570439   105.12868149036143   -0.7795791707191   100.91684947885207   -0.8287593958292505   0.0037290493759670413   3.106792039839035e-05   0   0
0   636.1309834523416   111.61139246482148   -0.8407647305310181   107.81584630345614   -0.895634526475653   0.0038533466511673367   3.1067920398390355e-05   0   0
0   640.1318072476395   118.58368870577283   -0.9019502903429382   115.24995433338064   -0.9625096571220574   0.003977643926367636   3.106792039839039e-05   0   0
0   644.1326310429372   126.04557021321507   -0.9631358501548563   123.21917356862512   -1.0293847877684599   0.004101941201567932   3.106792039839039e-05   0   0
0   648.1334548382349   133.99703698714845   -1.0243214099667746   131.72350400918978   -1.0962599184148623   0.0042262384767682275   3.106792039839039e-05   0   0
0   652.1342786335326   142.43808902757286   -1.0855069697786925   140.76294565507462   -1.1631350490612649   0.004350535751968523   3.106792039839039e-05   0   0
0   656.1351024288304   151.36872633448843   -1.146692529590611   150.33749850627967   -1.230010179707667   0.0044748330271688185   3.106792039839039e-05   0   0
0   660.1359262241282   160.78894890789533   -1.2078780894025307   160.44716256280515   -1.2968853103540716   0.004599130302369118   3.106792039839039e-05   0   0
0   664.1367500194259   170.69875674779317   -1.2690636492144494   171.09193782465059   -1.3637604410004738   0.004723427577569414   3.1067920398390335e-05   0   0
0   668.1375738147236   181.09814985418217   -1.3302492090263685   182.2718242918162   -1.4306355716468764   0.004847724852769709   3.106792039839034e-05   0   0
0   672.1383976100213   191.98619474272368   -1.3914347688382864   193.9858016763895   -1.4975107022932785   0.004972022127970005   3.1067920398390355e-05   0   0
0   676.1392214053192   203.3651791105864   -1.4526203286502055   206.23637040571836   -1.5643858329396825   0.005096319403170304   3.1067920398390355e-05   0   0
0   680.1400452006169   215.2336181826605   -1.5138058884621226   219.02190763725994   -1.6312609635860846   0.005220616678370599   3.1067920398390355e-05   0   0
0   684.1408689959146   227.5915119589463   -1.57499144827404   232.3424133710147   -1.6981360942324863   0.005344913953570895   3.1067920398390355e-05   0   0
0   688.1416927912123   240.9863355561974   -1.9471012818305709   245.63850847016047   -1.4476315736593253   0.005475438712760656   3.8094487279230954e-05   0   0
0   692.1425165865102   259.882365566181   -2.7946114177784227   254.4263944504909   -0.7401876663398174   0.0056606912875444   5.460305785679657e-05   0   0
0   696.1433403818079   286.0641967831851   -3.7753785091331884   257.3904002189461   0.0022726779394020083   0.0059132243730444685   7.176061163190569e-05   0   0
0   700.1441641771056   320.78027135761727   -4.936168987391234   254.3903061740836   0.7446254762610887   0.006236039467893698   8.977107557210523e-05   0   0
0   704.1449879724033   365.68597420714724   -6.332333433746837   245.56803965922924   1.451751834914472   0.00663297341193427   0.00010884851390008957   0   0
0   708.145811767701   422.7304595232261   -7.796383684665896   231.44693427031217   1.9627120517803998   0.0071071332409247566   0.00012532206645799772   0   0
0   712.1466355629989   487.4538478073016   -8.381131303573452   216.0775811790825   1.8788351080461774   0.00760852474648581   0.00012532206645799772   0   0
0   716.1474593582966   556.8561802689378   -8.965878922480991   201.3793818041355   1.7949581643119572   0.008109916252046854   0.00012532206645799945   0   0
0   720.1482831535943   630.9374569081365   -9.55062654138853   187.35233614547067   1.7110812205777362   0.0086113077576079   0.00012532206645799945   0   0
0   724.149106948892   702.2885390153008   -7.400014254087457   175.90499712346423   0.9473778025359425   0.009064986160613365   9.068394337101623e-05   0   0
0   728.1499307441899   746.114129608594   -3.4714369896022905   172.3916496226879   -0.06261240683964914   0.009324123111345464   3.8617352192363794e-05   0   0
0   732.1507545394876   757.0092657188699   0.7687703723776516   176.92217722740295   -1.0783087106115887   0.009372816506427234   -1.4320855010629814e-05   0   0
0   736.1515783347853   733.9958938254211   4.9399653333118225   189.90946198620222   -2.192274864742111   0.009209967346737517   -6.693587401180329e-05   0   0
0   740.152402130083   679.139919568935   8.667700626514547   212.53707807043963   -3.5060302811499744   0.008839251104616386   -0.00011804015351477598   0   0
0   744.1532259253809   600.0624273367359   10.13967406731455   245.80032967965408   -4.528802178324268   0.008287716402002883   -0.00014567798634548823   0   0
